Date,Historical Adj Close,Volume,Daily New Cases,Adj Close
2011-05-02 00:00:00,41.965939,9815200,0,42.444054
2011-05-03 00:00:00,42.174145,8176700,0,42.767925
2011-05-04 00:00:00,42.397781,11122600,0,42.698521
2011-05-05 00:00:00,42.444054,8163800,0,42.467197
2011-05-06 00:00:00,42.767925,11130100,0,42.428631
2011-05-09 00:00:00,42.698521,8042600,0,42.490314
2011-05-10 00:00:00,42.467197,6546500,0,42.821918
2011-05-11 00:00:00,42.428631,8755100,0,42.825787
2011-05-12 00:00:00,42.490314,9422200,0,43.252739
2011-05-13 00:00:00,42.821918,8950000,0,43.252739
2011-05-16 00:00:00,42.825787,8952500,0,43.516655
2011-05-17 00:00:00,43.252739,14173500,0,43.113014
2011-05-18 00:00:00,43.252739,14590500,0,42.833565
2011-05-19 00:00:00,43.516655,11416100,0,43.066433
2011-05-20 00:00:00,43.113014,7691800,0,42.918941
2011-05-23 00:00:00,42.833565,8798900,0,42.864613
2011-05-24 00:00:00,43.066433,7339400,0,42.523048
2011-05-25 00:00:00,42.918941,12240600,0,42.352295
2011-05-26 00:00:00,42.864613,10197800,0,42.398853
2011-05-27 00:00:00,42.523048,5771700,0,42.460964
2011-05-31 00:00:00,42.352295,5315500,0,42.864613
2011-06-01 00:00:00,42.398853,8901100,0,42.150463
2011-06-02 00:00:00,42.460964,11181600,0,41.568264
2011-06-03 00:00:00,42.864613,14784900,0,41.65366
2011-06-06 00:00:00,42.150463,13287400,0,41.731281
2011-06-07 00:00:00,41.568264,11242300,0,41.785625
2011-06-08 00:00:00,41.65366,9908300,0,41.676941
2011-06-09 00:00:00,41.731281,11660600,0,41.622597
2011-06-10 00:00:00,41.785625,11340800,0,40.923992
2011-06-13 00:00:00,41.676941,14585400,0,40.846359
2011-06-14 00:00:00,41.622597,12545100,0,41.071484
2011-06-15 00:00:00,40.923992,8797400,0,40.613487
2011-06-16 00:00:00,40.846359,15324000,0,41.009377
2011-06-17 00:00:00,41.071484,11743700,0,41.001614
2011-06-20 00:00:00,40.613487,20564300,0,41.172379
2011-06-21 00:00:00,41.009377,15198100,0,41.366447
2011-06-22 00:00:00,41.001614,10891000,0,41.149097
2011-06-23 00:00:00,41.172379,10582500,0,41.366447
2011-06-24 00:00:00,41.366447,18154400,0,40.68335
2011-06-27 00:00:00,41.149097,20767100,0,40.590199
2011-06-28 00:00:00,41.366447,10167000,0,40.776482
2011-06-29 00:00:00,40.68335,10987700,0,40.861889
2011-06-30 00:00:00,40.590199,8866800,0,41.250011
2011-07-01 00:00:00,40.776482,9984300,0,41.537209
2011-07-05 00:00:00,40.861889,9479800,0,41.444073
2011-07-06 00:00:00,41.250011,9212500,0,41.700233
2011-07-07 00:00:00,41.537209,8078200,0,42.297955
2011-07-08 00:00:00,41.444073,12820300,0,41.979687
2011-07-11 00:00:00,41.700233,9133300,0,41.816681
2011-07-12 00:00:00,42.297955,7548400,0,41.871006
2011-07-13 00:00:00,41.979687,9485700,0,41.933105
2011-07-14 00:00:00,41.816681,10153400,0,41.630379
2011-07-15 00:00:00,41.871006,15522100,0,41.630379
2011-07-18 00:00:00,41.933105,10183500,0,41.389744
2011-07-19 00:00:00,41.630379,8219400,0,41.894299
2011-07-20 00:00:00,41.630379,8585400,0,41.832195
2011-07-21 00:00:00,41.389744,8857900,0,42.282417
2011-07-22 00:00:00,41.894299,10610600,0,42.321228
2011-07-25 00:00:00,41.832195,6802500,0,41.894299
2011-07-26 00:00:00,42.282417,8177600,0,41.599323
2011-07-27 00:00:00,42.321228,10931400,0,41.335396
2011-07-28 00:00:00,41.894299,12200100,0,41.133575
2011-07-29 00:00:00,41.599323,8908600,0,40.916225
2011-08-01 00:00:00,41.335396,13193200,0,40.846359
2011-08-02 00:00:00,41.133575,10688000,0,40.116661
2011-08-03 00:00:00,40.916225,15239600,0,39.806179
2011-08-04 00:00:00,40.846359,21455400,0,38.890209
2011-08-05 00:00:00,40.116661,26071200,0,39.472382
2011-08-08 00:00:00,39.806179,27298900,0,37.974228
2011-08-09 00:00:00,38.890209,33042900,0,39.449104
2011-08-10 00:00:00,39.472382,23988900,0,37.850185
2011-08-11 00:00:00,37.974228,27002900,0,38.882248
2011-08-12 00:00:00,39.449104,21599500,0,38.897877
2011-08-15 00:00:00,37.850185,15160400,0,39.077709
2011-08-16 00:00:00,38.882248,14829700,0,40.59454
2011-08-17 00:00:00,38.897877,25595500,0,40.305256
